name,difficulty,would_take_again,num_ratings,quality,department,link
Tammy Reedy-Strother,100%,100%,9 ratings,1.9,Sociology,https://www.ratemyprofessors.com/professor/796335
. Yao,N/A,N/A,5 ratings,2.1,Business,https://www.ratemyprofessors.com/professor/796844
Susan Larson,N/A,N/A,8 ratings,4.5,Languages,https://www.ratemyprofessors.com/professor/796856
Jim Fields,N/A,N/A,15 ratings,3.9,English,https://www.ratemyprofessors.com/professor/797758
Lance Brunner,50%,50%,5 ratings,4.6,Music,https://www.ratemyprofessors.com/professor/795903
Diana Hallman,0%,0%,6 ratings,2.6,Music,https://www.ratemyprofessors.com/professor/821847
Kim Gasser,N/A,N/A,2 ratings,5.0,Chemistry,https://www.ratemyprofessors.com/professor/824509
. Mirabito,60%,60%,45 ratings,3.0,Biology,https://www.ratemyprofessors.com/professor/824587
Nancy Clauter,N/A,N/A,6 ratings,4.6,Music,https://www.ratemyprofessors.com/professor/824891
Arne Bathke,N/A,N/A,10 ratings,4.4,Statistics,https://www.ratemyprofessors.com/professor/825441
Joyce Chaney,N/A,N/A,11 ratings,3.4,English,https://www.ratemyprofessors.com/professor/826032
Dan Howell,89%,89%,30 ratings,4.2,English,https://www.ratemyprofessors.com/professor/827028
Chan Yoo,50%,50%,5 ratings,2.9,Journalism,https://www.ratemyprofessors.com/professor/827468
Joseph Brill,100%,100%,5 ratings,4.3,Physics,https://www.ratemyprofessors.com/professor/828860
Jim Lund,N/A,N/A,2 ratings,3.5,Biology,https://www.ratemyprofessors.com/professor/832601
Rob Paratley,100%,100%,10 ratings,4.6,Science,https://www.ratemyprofessors.com/professor/832605
Paul Salamanca,100%,100%,2 ratings,4.0,Law,https://www.ratemyprofessors.com/professor/834316
Ihsan Bagby,100%,100%,33 ratings,4.4,Languages,https://www.ratemyprofessors.com/professor/834483
Michael Mullen,N/A,N/A,5 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/839644
Luis Gonzalez,N/A,N/A,3 ratings,4.5,Economics,https://www.ratemyprofessors.com/professor/839929
Brandy Hamby,N/A,N/A,2 ratings,5.0,Social Work,https://www.ratemyprofessors.com/professor/839974
Lynn Guindon,N/A,N/A,2 ratings,4.3,English,https://www.ratemyprofessors.com/professor/880050
Anna Bosch,100%,100%,2 ratings,4.5,English,https://www.ratemyprofessors.com/professor/880055
David Nister,N/A,N/A,0 ratings,0.0,Computer Science,https://www.ratemyprofessors.com/professor/880059
Daniel Chavez,N/A,N/A,2 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/883074
Jillian Lykens,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/885202
Sunil Nanwani,N/A,N/A,3 ratings,2.7,Mathematics,https://www.ratemyprofessors.com/professor/886053
Susan Bordo,N/A,N/A,5 ratings,4.1,Women's Studies,https://www.ratemyprofessors.com/professor/887704
Brad Vien,100%,100%,6 ratings,3.7,Philosophy,https://www.ratemyprofessors.com/professor/889946
Stephanie Sweatt,N/A,N/A,0 ratings,0.0,Psychology,https://www.ratemyprofessors.com/professor/874218
Jakayla Robbins,N/A,N/A,18 ratings,3.3,Mathematics,https://www.ratemyprofessors.com/professor/897319
Paul Leveque,100%,100%,6 ratings,3.7,Communication,https://www.ratemyprofessors.com/professor/898665
Patricia Ahmed,N/A,N/A,16 ratings,4.6,Sociology,https://www.ratemyprofessors.com/professor/899813
. Sushko,N/A,N/A,7 ratings,2.1,Physics,https://www.ratemyprofessors.com/professor/900248
G Janecek,N/A,N/A,6 ratings,3.6,Languages,https://www.ratemyprofessors.com/professor/900410
Tyler Klaskow,N/A,N/A,12 ratings,3.4,Philosophy,https://www.ratemyprofessors.com/professor/902253
Marshall Wilkinson,N/A,N/A,28 ratings,2.5,Geography,https://www.ratemyprofessors.com/professor/903000
Cindy Salmons,N/A,N/A,5 ratings,2.7,Women's Studies,https://www.ratemyprofessors.com/professor/914356
Paolo Visona,N/A,N/A,30 ratings,4.1,Classics,https://www.ratemyprofessors.com/professor/917013
Richard Carey,12%,12%,28 ratings,2.4,Mathematics,https://www.ratemyprofessors.com/professor/918290
Johnny Groves,N/A,N/A,5 ratings,2.1,Mathematics,https://www.ratemyprofessors.com/professor/918732
Lee Rohar,N/A,N/A,2 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/919475
. Holbien,N/A,N/A,16 ratings,3.7,Management,https://www.ratemyprofessors.com/professor/919577
Dan Omlor,N/A,N/A,19 ratings,3.4,English,https://www.ratemyprofessors.com/professor/923010
Brian Cole,N/A,N/A,5 ratings,3.3,Languages,https://www.ratemyprofessors.com/professor/923817
Thomas Lindlof,N/A,N/A,13 ratings,3.8,Communication,https://www.ratemyprofessors.com/professor/912455
Robert Olson,N/A,N/A,11 ratings,3.5,History,https://www.ratemyprofessors.com/professor/913737
Barrett Osborne,N/A,N/A,21 ratings,3.5,Political Science,https://www.ratemyprofessors.com/professor/923831
Hamilton Waldhart,N/A,N/A,0 ratings,0.0,Business,https://www.ratemyprofessors.com/professor/925684
Cyrus Karimian,N/A,N/A,10 ratings,3.8,Political Science,https://www.ratemyprofessors.com/professor/927142
Patricia Ehrkamp,100%,100%,14 ratings,3.5,Geography,https://www.ratemyprofessors.com/professor/929973
Rusty Barrett,88%,88%,17 ratings,4.3,Languages,https://www.ratemyprofessors.com/professor/930000
Stephanie Simon,N/A,N/A,9 ratings,4.6,Geography,https://www.ratemyprofessors.com/professor/930337
Liana Vasseur,N/A,N/A,18 ratings,2.1,Geography,https://www.ratemyprofessors.com/professor/945867
Pinar Menguç,N/A,N/A,6 ratings,3.3,Engineering,https://www.ratemyprofessors.com/professor/946740
Sumit Das,N/A,N/A,3 ratings,3.7,Physics,https://www.ratemyprofessors.com/professor/946743
Ramesh Sharma,N/A,N/A,2 ratings,2.5,Political Science,https://www.ratemyprofessors.com/professor/946746
Sarah Cavendish,N/A,N/A,4 ratings,2.4,Communication,https://www.ratemyprofessors.com/professor/946947
Sarah Fitzpatrick,N/A,N/A,9 ratings,4.4,English,https://www.ratemyprofessors.com/professor/946950
James Hougland,0%,0%,5 ratings,4.1,Sociology,https://www.ratemyprofessors.com/professor/948317
Trevor Presgrave,N/A,N/A,3 ratings,4.5,Computer Science,https://www.ratemyprofessors.com/professor/949675
Huang Quanzhen,N/A,N/A,2 ratings,2.3,Chemistry,https://www.ratemyprofessors.com/professor/954443
Carey Cavanaugh,N/A,N/A,5 ratings,3.7,International Studies,https://www.ratemyprofessors.com/professor/955573
Clair Hicks,N/A,N/A,1 ratings,3.5,Agriculture,https://www.ratemyprofessors.com/professor/957152
Rebekah Waikel,N/A,N/A,3 ratings,3.0,Medicine,https://www.ratemyprofessors.com/professor/958645
Richard Cheeks,100%,100%,3 ratings,1.0,Engineering,https://www.ratemyprofessors.com/professor/959456
Richard L. Smith,N/A,N/A,8 ratings,2.8,English,https://www.ratemyprofessors.com/professor/960183
Don Stenhoff,100%,100%,9 ratings,3.3,Education,https://www.ratemyprofessors.com/professor/962940
Keh-Fei Liu,N/A,N/A,3 ratings,2.5,Physics,https://www.ratemyprofessors.com/professor/964366
Steve Blount,N/A,N/A,6 ratings,3.8,English,https://www.ratemyprofessors.com/professor/965816
Stephen Gedney,100%,100%,10 ratings,4.7,Engineering,https://www.ratemyprofessors.com/professor/966891
John Greenway,N/A,N/A,7 ratings,2.6,English,https://www.ratemyprofessors.com/professor/968707
Linda Worley,N/A,N/A,13 ratings,4.4,Literature,https://www.ratemyprofessors.com/professor/970791
Greg Stump,N/A,N/A,3 ratings,4.0,English,https://www.ratemyprofessors.com/professor/971490
Jenny Minier,100%,100%,10 ratings,4.5,Economics,https://www.ratemyprofessors.com/professor/972373
Elizabeth Ferguson,N/A,N/A,20 ratings,3.1,Chemistry,https://www.ratemyprofessors.com/professor/974202
Dan Zhao,N/A,N/A,5 ratings,2.3,Economics,https://www.ratemyprofessors.com/professor/985157
Cary Blankenship,N/A,N/A,7 ratings,4.6,History,https://www.ratemyprofessors.com/professor/985485
David E. Hamilton,N/A,N/A,9 ratings,3.2,History,https://www.ratemyprofessors.com/professor/986181
Krishnamurty Muralidhar,N/A,N/A,3 ratings,4.7,Business,https://www.ratemyprofessors.com/professor/989046
Margaret Hazlette,N/A,N/A,4 ratings,2.5,Social Work,https://www.ratemyprofessors.com/professor/989051
Sarah Watt,N/A,N/A,3 ratings,4.5,Not Specified,https://www.ratemyprofessors.com/professor/989421
Carrie Oser,N/A,N/A,3 ratings,3.7,Sociology,https://www.ratemyprofessors.com/professor/991841
Ramesh Bhatt,N/A,N/A,6 ratings,3.5,Psychology,https://www.ratemyprofessors.com/professor/991963
Josh Roberts,N/A,N/A,6 ratings,4.8,Mathematics,https://www.ratemyprofessors.com/professor/995227
Marta Clepper,100%,100%,24 ratings,3.8,Geology,https://www.ratemyprofessors.com/professor/972325
Brian Nozny,N/A,N/A,6 ratings,2.9,Music,https://www.ratemyprofessors.com/professor/997994
Mark Wood,N/A,N/A,16 ratings,3.5,English,https://www.ratemyprofessors.com/professor/1004939
Arturo Sandoval,N/A,N/A,4 ratings,3.0,Fine Arts,https://www.ratemyprofessors.com/professor/1013904
Edgar Ghossoub,N/A,N/A,0 ratings,0.0,Economics,https://www.ratemyprofessors.com/professor/1015361
Kwaku Addo,100%,100%,2 ratings,4.3,Agriculture,https://www.ratemyprofessors.com/professor/1017315
Tamara Brown,N/A,N/A,43 ratings,3.9,Psychology,https://www.ratemyprofessors.com/professor/1019957
Anderson Stewart,N/A,N/A,3 ratings,4.2,Languages,https://www.ratemyprofessors.com/professor/1021514
Thomas Guskey,N/A,N/A,1 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/1024960
Michael Goodin,40%,40%,13 ratings,4.0,Agriculture,https://www.ratemyprofessors.com/professor/1026321
Mary Clai Jones,N/A,N/A,11 ratings,4.6,English,https://www.ratemyprofessors.com/professor/1028844
Gloria Allaire,50%,50%,17 ratings,3.6,Languages,https://www.ratemyprofessors.com/professor/1030935
Craig Slaven,N/A,N/A,2 ratings,3.5,English,https://www.ratemyprofessors.com/professor/1034166
Joe Peek,N/A,N/A,4 ratings,2.9,Finance,https://www.ratemyprofessors.com/professor/1035046
Gary Ferland,100%,100%,35 ratings,4.1,Science,https://www.ratemyprofessors.com/professor/1035780
Elizabeth Ades,N/A,N/A,4 ratings,3.8,Chemistry,https://www.ratemyprofessors.com/professor/1037175
Scott Hutson,84%,84%,27 ratings,4.2,Anthropology,https://www.ratemyprofessors.com/professor/1037946
Ed Enochs,N/A,N/A,15 ratings,3.7,Mathematics,https://www.ratemyprofessors.com/professor/1038017
Lucinda Ramberg,N/A,N/A,9 ratings,3.2,Women's Studies,https://www.ratemyprofessors.com/professor/1039455
Avinash Sathaye,10%,10%,52 ratings,2.2,Mathematics,https://www.ratemyprofessors.com/professor/1040384
Louis Ladino,N/A,N/A,0 ratings,0.0,Physics,https://www.ratemyprofessors.com/professor/1041816
David Latimer,N/A,N/A,7 ratings,4.6,Physics,https://www.ratemyprofessors.com/professor/1041820
Braden Lusk,N/A,N/A,4 ratings,4.9,Engineering,https://www.ratemyprofessors.com/professor/1042141
George Beaman,N/A,N/A,8 ratings,2.9,Psychology,https://www.ratemyprofessors.com/professor/1042533
Philip Mink,50%,50%,4 ratings,3.2,Anthropology,https://www.ratemyprofessors.com/professor/1043298
Mark Gebert,25%,25%,31 ratings,2.8,Statistics,https://www.ratemyprofessors.com/professor/1043367
Martie Gillen,0%,0%,11 ratings,4.3,Family Studies,https://www.ratemyprofessors.com/professor/1043529
Osvaldo Di Paolo,N/A,N/A,7 ratings,4.9,Languages,https://www.ratemyprofessors.com/professor/1044616
T.W. Wu,60%,60%,13 ratings,3.9,Engineering,https://www.ratemyprofessors.com/professor/1044962
Jamil Sewell,N/A,N/A,5 ratings,2.1,Political Science,https://www.ratemyprofessors.com/professor/1045330
Brian Dineen,N/A,N/A,6 ratings,4.1,Business,https://www.ratemyprofessors.com/professor/1045735
Gretchen Starr-Lebeau,N/A,N/A,11 ratings,4.0,History,https://www.ratemyprofessors.com/professor/1046751
Hui Chi Lee,100%,100%,10 ratings,4.5,Fine Arts,https://www.ratemyprofessors.com/professor/1046951
Marian Anton,N/A,N/A,5 ratings,2.7,Mathematics,https://www.ratemyprofessors.com/professor/1047176
Sonja Petrovic,N/A,N/A,5 ratings,3.5,Mathematics,https://www.ratemyprofessors.com/professor/1049192
Kim Spillman,N/A,N/A,5 ratings,3.5,Mathematics,https://www.ratemyprofessors.com/professor/1050530
Elizabeth Meyer,100%,100%,12 ratings,3.4,English,https://www.ratemyprofessors.com/professor/1051403
Clayton Thyne,90%,90%,35 ratings,4.1,Political Science,https://www.ratemyprofessors.com/professor/1052111
Cesar Leal,N/A,N/A,14 ratings,3.8,Music,https://www.ratemyprofessors.com/professor/1052313
Kevin Henke,N/A,N/A,6 ratings,4.4,Geology,https://www.ratemyprofessors.com/professor/1053110
Merlin Lindemann,N/A,N/A,2 ratings,3.5,Agriculture,https://www.ratemyprofessors.com/professor/1053201
Emily Dotson,100%,100%,8 ratings,4.6,Women's Studies,https://www.ratemyprofessors.com/professor/1053480
William Silvia,N/A,N/A,28 ratings,3.5,Agriculture,https://www.ratemyprofessors.com/professor/1054877
Joshua Horn,N/A,N/A,5 ratings,3.9,Philosophy,https://www.ratemyprofessors.com/professor/1057780
Tommy Wilson,N/A,N/A,3 ratings,3.7,Geography,https://www.ratemyprofessors.com/professor/1058821
Sarah Marks,N/A,N/A,4 ratings,2.9,English,https://www.ratemyprofessors.com/professor/1062464
Michelle Dumais,N/A,N/A,4 ratings,2.5,Languages,https://www.ratemyprofessors.com/professor/1065143
Marc Knecht,N/A,N/A,23 ratings,4.3,Chemistry,https://www.ratemyprofessors.com/professor/1065512
William Swinford,100%,100%,36 ratings,4.8,Political Science,https://www.ratemyprofessors.com/professor/1066842
Dustin Lueker,43%,43%,47 ratings,3.4,Statistics,https://www.ratemyprofessors.com/professor/1073094
Rebecca Beach,N/A,N/A,16 ratings,4.9,English,https://www.ratemyprofessors.com/professor/1073419
Phil Palmgreen,N/A,N/A,1 ratings,2.5,Communication,https://www.ratemyprofessors.com/professor/1073565
Jeffery Stanley,N/A,N/A,2 ratings,3.8,History,https://www.ratemyprofessors.com/professor/1073709
Xiaofei Wang,0%,0%,4 ratings,2.3,Economics,https://www.ratemyprofessors.com/professor/1074462
Latoya Vaughn,N/A,N/A,4 ratings,3.9,Family Studies,https://www.ratemyprofessors.com/professor/1074487
Kathryn McCullough,N/A,N/A,10 ratings,4.9,English,https://www.ratemyprofessors.com/professor/1074491
Jinze Liu,100%,100%,8 ratings,3.6,Computer Science,https://www.ratemyprofessors.com/professor/1075300
Ruth Brown,100%,100%,18 ratings,4.6,Languages,https://www.ratemyprofessors.com/professor/1075545
Ivonne Marte,N/A,N/A,4 ratings,4.3,Languages,https://www.ratemyprofessors.com/professor/1077344
Jihai Yu,N/A,N/A,3 ratings,2.8,Economics,https://www.ratemyprofessors.com/professor/1078147
Juan Ling,N/A,N/A,0 ratings,0.0,Management,https://www.ratemyprofessors.com/professor/1078275
Wonbin Cho,N/A,N/A,8 ratings,3.3,Political Science,https://www.ratemyprofessors.com/professor/1078803
Maureen Meyers,N/A,N/A,5 ratings,4.4,Anthropology,https://www.ratemyprofessors.com/professor/1081463
Morgan Robertson,N/A,N/A,14 ratings,3.6,Geography,https://www.ratemyprofessors.com/professor/1084446
Beth Ettensohn,N/A,N/A,3 ratings,4.8,Art Education,https://www.ratemyprofessors.com/professor/1087410
Shelley Newman,0%,0%,17 ratings,2.7,Chemistry,https://www.ratemyprofessors.com/professor/1087889
Debra MacQuown,N/A,N/A,12 ratings,3.3,English,https://www.ratemyprofessors.com/professor/1088266
David Hoopes,N/A,N/A,8 ratings,2.5,Languages,https://www.ratemyprofessors.com/professor/1088520
John Powell,N/A,N/A,11 ratings,4.3,Political Science,https://www.ratemyprofessors.com/professor/1108690
Craig Infanger,N/A,N/A,3 ratings,3.3,Agriculture,https://www.ratemyprofessors.com/professor/1108858
Linda Gassaway,N/A,N/A,22 ratings,4.9,Education,https://www.ratemyprofessors.com/professor/1111240
Barbara Knutson,N/A,N/A,1 ratings,4.5,Engineering,https://www.ratemyprofessors.com/professor/1112161
Tom Eblen,N/A,N/A,2 ratings,5.0,Journalism,https://www.ratemyprofessors.com/professor/1112783
Melissa A. Schwartz,N/A,N/A,5 ratings,4.7,Fine Arts,https://www.ratemyprofessors.com/professor/1113788
Jeanet Suarez,N/A,N/A,1 ratings,3.0,Languages,https://www.ratemyprofessors.com/professor/1114537
Stacey Eggers-Herron,100%,100%,8 ratings,4.7,Fine Arts,https://www.ratemyprofessors.com/professor/1116325
Tyson France,N/A,N/A,6 ratings,3.9,Mathematics,https://www.ratemyprofessors.com/professor/1101760
Janice Almasi,100%,100%,4 ratings,4.3,Education,https://www.ratemyprofessors.com/professor/1104319
Shashank Rao,N/A,N/A,3 ratings,4.8,Business,https://www.ratemyprofessors.com/professor/1104565
Barry Moulaye,N/A,N/A,3 ratings,3.8,French,https://www.ratemyprofessors.com/professor/1106614
Jeffrey Harris,100%,100%,37 ratings,3.5,Chemistry,https://www.ratemyprofessors.com/professor/1107615
Molly Reynolds,100%,100%,22 ratings,4.6,Communication,https://www.ratemyprofessors.com/professor/1108327
William Griffith,N/A,N/A,14 ratings,3.1,Statistics,https://www.ratemyprofessors.com/professor/1116393
Debra Aaron,84%,84%,17 ratings,2.8,Agriculture,https://www.ratemyprofessors.com/professor/1116825
Richard Labunski,N/A,N/A,6 ratings,3.4,Journalism,https://www.ratemyprofessors.com/professor/1116896
Carl Dillon,N/A,N/A,4 ratings,4.0,Agriculture,https://www.ratemyprofessors.com/professor/1117241
Patrick Poole,N/A,N/A,11 ratings,4.6,Engineering,https://www.ratemyprofessors.com/professor/1117348
Sarah Lyon,100%,100%,11 ratings,3.8,Anthropology,https://www.ratemyprofessors.com/professor/1117752
Jami Fielding,N/A,N/A,4 ratings,4.6,Communication,https://www.ratemyprofessors.com/professor/1119866
Renee Human,N/A,N/A,5 ratings,4.8,Computer Science,https://www.ratemyprofessors.com/professor/1121381
Alan Demlow,100%,100%,19 ratings,4.3,Mathematics,https://www.ratemyprofessors.com/professor/1121767
Melinda Ault,100%,100%,6 ratings,4.5,Education,https://www.ratemyprofessors.com/professor/1123589
Amy Clark,N/A,N/A,8 ratings,3.1,Classics,https://www.ratemyprofessors.com/professor/1124139
Horn Tzou,N/A,N/A,4 ratings,1.4,Engineering,https://www.ratemyprofessors.com/professor/1124531
Scott Engholm,N/A,N/A,12 ratings,4.8,English,https://www.ratemyprofessors.com/professor/1128816
Ingrid Adams,N/A,N/A,3 ratings,1.7,Nutrition,https://www.ratemyprofessors.com/professor/1129324
James Griffioen,N/A,N/A,2 ratings,4.8,Computer Science,https://www.ratemyprofessors.com/professor/1129556
Sarah Jane Gray,N/A,N/A,0 ratings,0.0,Fine Arts,https://www.ratemyprofessors.com/professor/1129991
Boshra El-Guindy,N/A,N/A,21 ratings,2.0,Languages,https://www.ratemyprofessors.com/professor/1130704
